DARPA_1	DARPA_10	DARPA_11	DARPA_12	DARPA_13	DARPA_14	DARPA_15	DARPA_16	DARPA_17	DARPA_18	DARPA_19	DARPA_2	DARPA_20	DARPA_3	DARPA_31	DARPA_32	DARPA_33	DARPA_34	DARPA_35	DARPA_36
31.027645	32.38107	29.539585	29.097944	31.065191	35.598026	32.48238	30.198772	28.372263	24.516325	30.21798	28.845686	32.736332	28.09443	33.341076	33.16482	31.772388	31.976076	31.677097	35.434097
31.040865	32.36893	29.557856	29.053204	31.08856	35.559258	32.530983	30.152147	28.386114	24.441355	30.268805	28.88214	32.74331	28.157576	33.34394	33.22386	31.758707	32.00479	31.696741	35.407497
31.095066	32.375	29.630487	29.090689	31.057882	35.546352	32.456203	30.186731	28.431707	24.409916	30.35432	28.936817	32.859756	28.167477	33.276623	33.19926	31.774876	32.015587	31.669172	35.454655
31.072203	32.36452	29.67155	29.07264	31.084976	35.56984	32.554203	30.199017	28.409035	24.393463	30.38889	28.942892	32.867073	28.101942	33.2093	33.143913	31.765879	32.035973	31.675438	35.46191
30.99278	32.349148	29.637363	28.990303	31.10111	35.631187	32.54324	30.14865	28.361416	24.37288	30.266996	28.852978	32.8315	28.110706	33.253365	33.12423	31.692404	31.931654	31.629072	35.34704
30.898916	32.32643	29.601954	28.893333	31.062885	35.637375	32.566383	30.065111	28.299145	24.403149	30.244747	28.766706	32.68254	28.147202	33.22766	33.12423	31.655043	31.893286	31.651628	35.36034
30.965103	32.348354	29.632479	28.896969	31.10111	35.528465	32.532276	30.14742	28.372406	24.487894	30.302843	28.791008	32.71062	28.225061	33.172794	33.01107	31.648817	31.71223	31.64787	35.28537
30.909748	32.255787	29.562881	28.949091	31.120838	35.507427	32.54811	30.033169	28.3663	24.475786	30.257107	28.748482	32.626373	28.136253	33.219364	33.05535	31.689913	31.70024	31.654135	35.291416
30.910843	32.288673	29.616137	28.866667	31.001232	35.582405	32.534714	30.107012	28.43154	24.48184	30.24722	28.858881	32.55922	28.207064	33.24908	33.08621	31.75716	31.713085	31.764116	35.339394
31.022919	32.27927	29.541565	28.844849	30.995068	35.535316	32.557316	30.125462	28.462103	24.460049	30.226206	28.867397	32.56288	28.243605	33.306747	33.093597	31.747198	31.667467	31.785446	35.339394
30.997587	32.214634	29.482885	28.8	30.986437	35.4114	32.519512	30.04182	28.413202	24.456417	30.08529	28.818735	32.531136	28.105968	33.339878	33.07389	31.70112	31.662664	31.81305	35.332123
31.015701	32.230488	29.474327	28.809465	31.016048	35.481388	32.55	30.07257	28.507336	24.504242	30.12979	28.834549	32.531136	28.236586	33.348465	33.082615	31.701996	31.698317	31.898113	35.362423
31.036232	32.179268	29.508558	28.81432	31.012346	35.511166	32.64268	30.07257	28.49511	24.546667	30.112484	28.790754	32.44078	28.236586	33.34233	33.03576	31.718204	31.747597	31.884277	35.361214
30.96256	32.058537	29.515892	28.828884	30.960493	35.44789	32.64268	30.00984	28.370415	24.579393	30.119902	28.708029	32.371185	28.30366	33.365643	32.945747	31.774315	31.776442	31.901886	35.30909
30.937122	32.02195	29.491442	28.666262	30.865433	35.25062	32.52805	29.884237	28.339853	24.55097	30.043316	28.695864	32.312958	28.225609	33.305523	32.96301	31.689526	31.73077	31.87673	35.287273
30.972155	32.117218	29.380196	28.625	30.854141	35.208435	32.576828	29.937115	28.375765	24.603888	30.094175	28.688185	32.35251	28.32683	33.37178	32.94698	31.59227	31.739183	31.842768	35.29212
30.934626	32.186813	29.449879	28.663836	30.754017	35.156326	32.535366	29.912455	28.387255	24.585663	30.045849	28.657316	32.416668	28.292683	33.341103	32.924786	31.538652	31.794472	31.79371	35.162426
30.921307	32.203907	29.371637	28.696602	30.822002	35.05707	32.515854	29.93095	28.405638	24.554071	30.040892	28.702438	32.348038	28.2	33.401226	32.916153	31.471321	31.814903	31.791195	35.163635
30.843826	32.174603	29.381418	28.684465	30.750309	35.166252	32.564632	29.97534	28.424019	24.516403	30.070631	28.646341	32.311275	28.145123	33.39632	32.860664	31.427681	31.819712	31.866667	35.28121
30.837772	32.194378	29.331295	28.669903	30.681087	35.12159	32.456097	29.966667	28.424019	24.540146	30.04461	28.664225	32.360294	28.158537	33.429447	32.88889	31.369078	31.790865	31.915724	35.190304
30.816969	32.224937	29.301102	28.651276	30.670792	35.032257	32.37683	29.945612	28.403187	24.526764	30.078163	28.637363	32.332516	28.144077	33.423313	32.8679	31.30424	31.799278	31.87044	35.105453
30.833939	32.25428	29.26071	28.61604	30.613861	34.967743	32.381706	29.903585	28.416666	24.536497	30.00124	28.611721	32.21595	28.157509	33.403683	32.837036	31.204489	31.73077	31.766037	35.020607
30.84606	32.354523	29.261934	28.674362	30.701733	35.07196	32.515854	29.901112	28.444853	24.600973	30.070719	28.570208	32.280983	28.177046	33.332516	32.851852	31.174564	31.76202	31.759748	35.071514
30.853333	32.339855	29.238678	28.590523	30.684406	35.115383	32.5	29.91471	28.415442	24.59124	30.006203	28.55067	32.309204	28.190475	33.31411	32.823456	31.137157	31.731972	31.719498	35.143032
30.853333	32.458996	29.224264	28.60219	30.657993	35.058384	32.54512	29.90099	28.444172	24.618757	29.988834	28.635696	32.253986	28.147923	33.33865	32.86032	31.114714	31.819712	31.715723	35.078884
30.838593	32.376987	29.188957	28.66017	30.597275	34.93913	32.520733	29.949194	28.398773	24.621193	30.031055	28.683823	32.31081	28.143383	33.353374	32.83807	31.074814	31.733173	31.578617	35.084953
30.765778	32.43574	29.148466	28.596832	30.593555	34.8559	32.429268	29.965303	28.445398	24.539585	30.059628	28.569853	32.27764	28.061274	33.26626	32.78492	30.983791	31.6875	31.549686	35.067963
30.7233	32.47246	29.201227	28.628502	30.58612	34.76646	32.4439	29.993805	28.435583	24.548113	29.978882	28.528187	32.219902	28.050245	33.30184	32.7911	31.00374	31.665865	31.56981	35.11893
30.881994	32.50551	29.241083	28.617073	30.63851	34.817165	32.47561	30.011166	28.415234	24.529842	30.03238	28.55147	32.18596	28.03799	33.28589	32.872524	30.955112	31.617788	31.538364	35.106796
30.851582	32.43574	29.18081	28.496342	30.581366	34.781094	32.406097	29.993797	28.34521	24.459196	29.945206	28.525736	32.091133	27.93995	33.250305	32.820545	30.901497	31.554087	31.510693	35.10801
30.809002	32.47858	29.08856	28.491463	30.567701	34.71144	32.47805	30.094294	28.28747	24.485992	29.882938	28.465687	32.08128	27.920343	33.22086	32.73515	30.970076	31.450722	31.554716	35.10571
30.772507	32.516525	29.08867	28.465853	30.601242	34.765877	32.52439	30.179901	28.319803	24.468292	29.982544	28.47362	32.09371	27.952206	33.265358	32.76704	31.012484	31.401442	31.583124	35.100975
30.77859	32.451653	29.062807	28.465853	30.619875	34.769615	32.568295	30.204714	28.305042	24.510975	29.997507	28.432432	32.043156	27.954657	33.282555	32.858738	31.004993	31.360577	31.52267	35.07056
30.827251	32.35251	29.045567	28.487804	30.58385	34.694893	32.65732	30.119106	28.298893	24.490244	29.90773	28.407862	32.114674	27.887255	33.230957	32.77819	31.052435	31.316105	31.535265	35.023113
30.78832	32.351284	29.019705	28.478048	30.626087	34.686176	32.724392	30.14516	28.247232	24.513414	29.953865	28.439804	32.118374	27.890932	33.160934	32.79182	31.082397	31.305288	31.501259	35.015816
30.64477	32.247246	28.951971	28.34878	30.668324	34.657536	32.679268	30.079405	28.16113	24.45	29.90399	28.363636	32.05302	27.802696	33.092136	32.741016	31.1186	31.28125	31.483627	34.98905
30.646341	32.286766	28.949507	28.454767	30.752487	34.67581	32.706097	30.038462	28.19335	24.465202	29.890137	28.371464	32.045624	27.792892	33.068794	32.835194	31.177279	31.274038	31.43073	35.01705
30.608536	32.2451	28.899015	28.459658	30.7102	34.59227	32.715855	30.002481	28.128078	24.424908	29.817728	28.344404	31.938347	27.756128	33.0258	32.788105	31.147316	31.22476	31.420654	35.10597
30.567074	32.193626	28.917488	28.380196	30.721394	34.635456	32.742683	29.961538	28.092365	24.37775	29.836454	28.386225	31.935883	27.802696	33.03931	32.810173	31.22875	31.280048	31.428751	35.063416
30.528694	32.24049	28.907635	28.320293	30.708956	34.6625	32.787544	29.941687	28.10111	24.404646	29.82625	28.418718	32.03576	27.844172	33.023342	32.794044	31.17875	31.259615	31.41488	34.96707
30.597069	32.201225	28.918718	28.330072	30.74005	34.7075	32.858364	29.898264	28.160295	24.440098	29.84375	28.444582	32.11344	27.921473	33.046684	32.771713	31.24375	31.252403	31.380833	35.00366
30.72039	32.185276	29.0	28.37775	30.762142	34.735	32.92787	29.940447	28.210852	24.407091	29.889862	28.57266	32.244144	27.97546	33.127766	32.84243	31.25625	31.272837	31.398487	34.94512
30.649572	32.141106	29.065271	28.360636	30.787048	34.69875	32.896088	29.905706	28.152897	24.385086	29.883604	28.56404	32.273735	27.966871	33.119164	32.837467	31.25375	31.198317	31.445145	34.95244
30.575092	32.186504	29.043156	28.400978	30.777086	34.77375	32.885086	29.933002	28.19482	24.367971	29.812265	28.543104	32.313194	28.019632	33.18796	32.828785	31.2675	31.19952	31.45019	34.923172
30.608059	32.179142	28.998768	28.374083	30.762142	34.7625	32.942543	29.952854	28.156597	24.323961	29.742178	28.46798	32.337856	27.949694	33.192875	32.78412	31.2125	31.215145	31.432535	34.87683
30.566545	32.177914	28.929716	28.388754	30.765879	34.73375	32.95961	29.94665	28.108507	24.290953	29.747185	28.48399	32.33662	27.997545	33.2583	32.768944	31.28125	31.176683	31.423708	34.8939
30.605135	32.18796	28.917284	28.385557	30.731009	34.7209	32.948593	29.951612	28.013563	24.332926	29.827068	28.46675	32.376545	27.974201	33.313652	32.87189	31.3425	31.203125	31.41488	34.937805
30.580685	32.20516	28.919754	28.392157	30.678705	34.614517	32.927784	30.019852	28.02466	24.353733	29.865915	28.572134	32.34321	27.948402	33.305042	32.88184	31.365	31.080528	31.33039	34.87439
30.682152	32.23833	28.96173	28.39951	30.617683	34.603252	33.013462	30.026054	28.108507	24.313341	29.926065	28.622688	32.316048	27.992628	33.388683	32.850746	31.39625	31.110577	31.334173	34.85122
30.678091	32.091022	28.939507	28.341911	30.566626	34.578224	33.02081	29.99379	28.007399	24.263159	29.814304	28.583231	32.333744	27.997543	33.354244	32.84577	31.43375	31.122597	31.354351	34.781708
30.65606	32.07257	28.877777	28.327608	30.47198	34.539425	32.962055	29.931677	27.880394	24.225214	29.671267	28.564735	32.227722	27.974201	33.261993	32.85199	31.355	31.01923	31.339218	34.767075
30.685434	32.03075	28.828396	28.22086	30.442093	34.514393	32.9082	29.881989	27.822441	24.208078	29.61355	28.527744	32.17203	27.957003	33.257072	32.84204	31.37	31.03726	31.356873	34.747562
30.735619	32.0615	28.814816	28.279755	30.463263	34.5995	33.028152	29.914286	27.916153	24.215422	29.584692	28.563501	32.142326	27.990171	33.314884	32.945274	31.42	31.05649	31.42623	34.740242
30.740196	31.97294	28.824474	28.34398	30.489414	34.58448	33.01224	29.863354	27.88656	24.139534	29.539524	28.540073	32.173267	27.971745	33.248463	32.925373	31.39875	30.973558	31.319042	34.612194
30.721813	31.98276	28.881187	28.353449	30.547382	34.683815	33.08456	29.807453	27.840937	24.197304	29.50941	28.553637	32.164604	27.944717	33.261086	32.976337	31.58396	31.034855	31.38005	34.763126
30.75	32.003696	28.897278	28.384237	30.571072	34.754078	33.1201	29.858385	27.860666	24.226715	29.523212	28.569668	32.246593	27.906633	33.2968	32.93649	31.692982	31.104567	31.381313	34.738705
30.78554	31.970444	28.89715	28.373613	30.546135	34.700127	33.159508	29.913044	27.890259	24.22454	29.577164	28.59063	32.312656	27.928747	33.318966	33.01496	31.710163	31.237064	31.428572	34.79829
30.765932	31.956896	28.904585	28.281134	30.55985	34.68883	33.111656	29.954037	27.806412	24.258896	29.557089	28.631319	32.26799	27.957003	33.33621	32.946384	31.641155	31.173285	31.429836	34.76528
30.909203	32.075123	28.91067	28.2873	30.620947	34.78168	33.160736	29.997515	27.861729	24.380367	29.550251	28.673243	32.384617	28.013514	33.342365	33.022446	31.638645	31.152828	31.439949	34.723717
30.927607	32.060345	28.903225	28.234278	30.512468	34.82183	33.179142	30.037268	27.798765	24.39141	29.576633	28.658447	32.363525	27.972973	33.439655	33.04364	31.604769	31.215403	31.37421	34.764057
30.898159	31.97537	28.849876	28.210852	30.51995	34.85822	33.139877	30.06211	27.712345	24.373007	29.603016	28.641184	32.431763	27.947174	33.504925	33.069824	31.601004	31.267147	31.431099	34.856968
30.841719	31.848522	28.753101	28.128237	30.334164	34.897114	33.17546	29.88323	27.69753	24.349693	29.522614	28.611591	32.28164	27.850122	33.36207	32.986267	31.628607	31.225302	31.486725	34.9022
30.78773	31.807882	28.676178	28.130703	30.339151	34.932247	33.149693	29.888199	27.671604	24.299387	29.434673	28.601727	32.26923	27.868551	33.32266	32.848938	31.633627	31.185543	31.360304	34.943764
30.796068	31.827374	28.67742	28.05672	30.29177	34.96608	33.17199	29.84969	27.618519	24.230675	29.50063	28.581997	32.256824	27.90898	33.298397	32.89875	31.568382	31.166265	31.341341	34.922794
30.805897	31.833538	28.638958	28.059187	30.335411	34.998745	33.298527	29.818634	27.654322	24.253988	29.528301	28.648582	32.28784	27.835178	33.20222	32.87125	31.496862	31.122892	31.37421	34.833332
30.832924	31.837238	28.636477	28.065351	30.30798	34.984924	33.244473	29.842236	27.58642	24.28957	29.514465	28.636251	32.26551	27.836409	33.203705	32.857323	31.45044	31.17491	31.320253	34.862576
30.802212	31.869297	28.631514	28.07275	30.294264	34.86181	33.23833	29.818634	27.530865	24.299387	29.464151	28.565968	32.294044	27.814268	33.12963	32.83354	31.466751	31.16164	31.29114	34.83313
30.791155	31.901356	28.640993	28.041975	30.26467	34.856606	33.133907	29.835821	27.470951	24.350122	29.482368	28.549938	32.256824	27.701971	33.072838	32.77597	31.488693	31.186972	31.313925	34.732185
30.862068	31.958025	28.561491	27.962963	30.332916	34.801258	33.154793	29.808458	27.452291	24.30344	29.492443	28.6	32.18238	27.7127	33.033333	32.7597	31.410805	31.179735	31.232912	34.755527
30.85468	31.979012	28.598759	27.97284	30.354193	34.81258	33.153564	29.766169	27.42627	24.347666	29.486147	28.622223	32.24938	27.674477	32.97778	32.7597	31.425879	31.166466	31.262026	34.7285
30.94335	32.006172	28.598259	28.071606	30.37218	34.828716	33.09582	29.763388	27.490683	24.414515	29.479193	28.662546	32.28908	27.702469	33.05432	32.780975	31.432705	31.117008	31.256962	34.808117
31.006157	32.050617	28.594528	28.055555	30.448622	34.91184	33.185505	29.87173	27.55031	24.523985	29.630518	28.648949	32.33871	27.703703	32.97901	32.724655	31.412579	31.136309	31.2	34.757687
30.907522	32.01483	28.573383	28.054321	30.426065	34.9471	33.30344	29.812967	27.559006	24.498156	29.594696	28.63985	32.39006	27.660494	32.94321	32.64706	31.431446	31.090471	31.159494	34.738007
30.962963	32.001236	28.617683	28.05926	30.488081	35.01261	33.356705	29.843945	27.652985	24.58867	29.639696	28.602722	32.451492	27.697157	33.067986	32.674187	31.419395	31.024126	31.091139	34.71798
30.962963	31.826733	28.575342	28.004938	30.459223	34.936947	33.380543	29.772783	27.587065	24.628078	29.613148	28.654276	32.430885	27.713226	33.042027	32.68045	31.439547	30.91918	30.948101	34.506157
30.919754	31.915842	28.615192	28.050617	30.494354	34.91425	33.39532	29.74282	27.594528	24.625616	29.573957	28.613382	32.414696	27.666254	33.08776	32.669174	31.369019	30.937273	31.01266	34.61207
30.880098	31.877476	28.62391	28.030903	30.434128	34.958385	33.383476	29.700375	27.626865	24.646551	29.500631	28.613382	32.470734	27.650185	33.180695	32.677944	31.3602	30.985525	31.053165	34.615765
30.799753	31.89604	28.585304	28.02225	30.430365	34.872635	33.241676	29.701624	27.56592	24.694582	29.405815	28.550186	32.425903	27.608158	33.112625	32.6604	31.337532	31.024126	31.056963	34.608376
30.840347	31.980173	28.62391	27.924599	30.486181	34.900253	33.22963	29.682896	27.625622	24.749691	29.372152	28.594294	32.353672	27.642769	33.107674	32.670425	31.358942	31.021713	31.074684	34.73243
30.823019	32.004955	28.668743	28.0	30.53769	34.910355	33.260494	29.75281	27.60821	24.812576	29.401266	28.64268	32.445827	27.674908	33.143566	32.743107	31.38665	31.047045	31.072151	34.738594
30.74505	31.916977	28.571606	27.936958	30.418343	34.799244	33.22099	29.806492	27.552238	24.840937	29.207596	28.595533	32.44832	27.56366	33.191833	32.761906	31.347607	31.053076	31.129114	34.75709
30.719059	31.843866	28.58655	27.885044	30.35427	34.751263	33.177776	29.740324	27.553482	24.819975	29.163292	28.647642	32.491905	27.568604	33.17822	32.77193	31.366499	31.073582	31.026583	34.7164
30.566832	31.83891	28.58406	27.885044	30.355528	34.762627	33.137035	29.745317	27.531094	24.84321	29.17237	28.550869	32.581047	27.623762	33.07797	32.885963	31.429472	31.085646	31.011406	34.75709
30.497524	31.868649	28.561644	27.885044	30.35804	34.737373	33.249382	29.780275	27.541044	24.849382	29.179976	28.5	32.586037	27.580446	33.043316	32.837093	31.421915	31.165258	31.0	34.734894
30.498762	31.900867	28.515566	27.838072	30.374372	34.727272	33.196297	29.799002	27.547264	24.858025	29.20152	28.512407	32.593517	27.52599	32.965347	32.794487	31.367758	31.195415	31.038023	34.69174
30.53589	31.942999	28.43711	27.838072	30.405779	34.732323	33.098766	29.746567	27.580845	24.795061	29.196451	28.490074	32.625935	27.465347	32.993813	32.750626	31.347607	31.241255	30.979721	34.701603
30.508663	31.940521	28.46949	27.812113	30.339195	34.659092	32.99259	29.697878	27.61194	24.786419	29.150824	28.486353	32.498753	27.5	32.9901	32.718044	31.29723	31.235224	30.964512	34.609123
30.490099	31.91326	28.498133	27.798517	30.319096	34.64899	33.017284	29.696629	27.619404	24.775309	29.050697	28.470222	32.533665	27.414604	32.991337	32.718044	31.269522	31.264174	30.954372	34.593094
30.3829	31.892193	28.481297	27.842821	30.334171	34.65866	32.934566	29.64375	27.539228	24.741657	29.003807	28.459627	32.51125	27.318464	32.986385	32.67293	31.280857	31.23643	30.904943	34.557335
30.386618	32.0	28.522444	27.909653	30.43019	34.644753	33.04074	29.699625	27.43462	24.707047	28.977158	28.443478	32.52125	27.458488	32.99505	32.755333	31.301008	31.316044	30.87199	34.655556
30.504963	32.03598	28.553059	27.898516	30.457178	34.714287	33.067986	29.709272	27.573566	24.810644	29.036848	28.533583	32.43054	27.534077	33.099133	32.73744	31.36696	31.334541	31.001268	34.676144
30.53598	32.080647	28.59925	27.912128	30.45214	34.659924	33.00618	29.695488	27.547382	24.793316	29.06743	28.598259	32.370464	27.539034	33.188587	32.787422	31.429293	31.294685	30.977158	34.63659
30.51737	32.023575	28.627966	27.855198	30.387909	34.589127	32.92707	29.64411	27.573566	24.742575	29.02799	28.60199	32.259075	27.545229	33.166252	32.757233	31.462122	31.301933	30.97589	34.590855
30.602978	32.119255	28.64375	27.865099	30.48802	34.591656	32.956684	29.682957	27.634207	24.815365	29.161783	28.727272	32.35795	27.539034	33.23449	32.761005	31.491161	31.311972	31.010164	34.68193
30.611662	32.085712	28.69875	27.935644	30.457756	34.696587	32.92079	29.731829	27.654182	24.830235	29.15414	28.790785	32.453068	27.44114	33.271713	32.685535	31.48106	31.380896	30.972046	34.691833
30.504963	31.990063	28.7225	27.87005	30.433796	34.65866	32.914604	29.768171	27.601748	24.884758	29.129936	28.79701	32.411766	27.342007	33.307693	32.734592	31.396465	31.437727	31.011436	34.691833
30.509926	32.059628	28.73592	27.878563	30.453283	34.68101	32.925743	29.735258	27.593008	24.903225	29.13121	28.78803	32.277847	27.314747	33.26584	32.82242	31.432364	31.509686	31.03812	34.590347
30.493797	32.052174	28.692116	27.878563	30.417929	34.59114	32.956684	29.68256	27.645443	24.878412	29.096815	28.776808	32.345432	27.290323	33.336647	32.756927	31.383059	31.439466	31.071156	34.47277
30.485111	32.15796	28.654568	27.85856	30.484198	34.637516	32.894802	29.721455	27.722847	24.919355	29.12102	28.765587	32.275345	27.275434	33.336647	32.649876	31.353165	31.430304	31.10051	34.532177
30.434242	32.07214	28.58448	27.799007	30.44627	34.632446	32.82921	29.662485	27.569288	24.878412	29.021656	28.733168	32.17647	27.219603	33.27826	32.604534	31.27848	31.453333	31.117048	34.51485
30.466501	32.02612	28.5194	27.792805	30.410872	34.59569	32.799503	29.700125	27.524345	24.916874	28.98726	28.658354	32.264412	27.167702	33.2	32.623425	31.359493	31.538181	31.187023	34.502476
30.423077	32.110836	28.533167	27.869566	30.45512	34.731304	32.848824	29.767588	27.52809	24.976427	29.028025	28.654613	32.283207	27.171642	33.29602	32.67213	31.374683	31.580606	31.187023	34.439358
30.41118	32.099625	28.498123	27.837065	30.475348	34.717007	32.82404	29.679647	27.48814	24.975155	29.011465	28.617207	32.241856	27.192785	33.254047	32.65952	31.265823	31.539394	31.220383	34.36927
30.450932	32.06476	28.45557	27.843283	30.495575	34.74873	32.78067	29.65829	27.498127	24.975155	28.96051	28.554863	32.294487	27.199005	33.337486	32.673393	31.198734	31.557575	31.253504	34.371746
30.442236	32.039852	28.493116	27.920399	30.46962	34.68274	32.797768	29.638191	27.478153	25.031055	29.005096	28.577307	32.32873	27.24005	33.235367	32.641865	31.2	31.564848	31.203821	34.371746
30.4882	32.07107	28.51064	28.018656	30.529114	34.65736	32.844913	29.674623	27.533083	25.004969	29.06242	28.557356	32.3601	27.226368	33.129513	32.64394	31.23038	31.530909	31.264969	34.286247
30.453417	32.132168	28.553885	28.156912	30.525316	34.754765	32.92671	29.654522	27.52875	25.021118	29.080357	28.579275	32.28356	27.295143	33.23192	32.76076	31.281013	31.590303	31.208918	34.287483
30.457144	32.154613	28.562656	28.073475	30.48481	34.675983	32.915527	29.688442	27.49	24.99379	29.12755	28.578028	32.302383	27.348692	33.21322	32.817722	31.35488	31.648485	31.171974	34.283768
30.491293	32.09975	28.538847	28.153175	30.520252	34.68996	32.924225	29.639448	27.49	24.9441	29.18495	28.489388	32.28858	27.305105	33.210987	32.83038	31.35488	31.624243	31.152866	34.3482
30.402985	32.09975	28.43985	28.125778	30.416456	34.76366	32.93168	29.616835	27.51625	24.922981	29.193878	28.423222	32.293602	27.22665	33.2809	32.792404	31.378962	31.627878	31.14395	34.346966
30.373135	32.13591	28.404762	28.05604	30.397469	34.791615	32.89317	29.59799	27.5	24.915527	29.1875	28.378277	32.293602	27.188046	33.203495	32.8872	31.413181	31.612122	31.118471	34.283768
30.385572	32.09975	28.392231	28.064756	30.386076	34.73062	32.885715	29.536432	27.43875	24.886957	29.183674	28.347067	32.262234	27.14695	33.157303	32.8327	31.422052	31.58303	31.114649	34.271374
30.390547	32.11236	28.38394	28.03242	30.39417	34.653114	32.830845	29.43593	27.465582	24.904228	29.131378	28.349564	32.28356	27.139477	33.105	32.816223	31.40736	31.561213	31.114649	34.308933
30.425373	32.10237	28.311167	28.008728	30.416983	34.673443	32.84204	29.430904	27.508135	24.901741	29.08801	28.403246	32.32622	27.108343	33.11875	32.865654	31.35533	31.472727	31.089172	34.333748
30.464508	32.1725	28.316185	28.047382	30.541878	34.68742	32.806973	29.601257	27.506266	25.01868	29.206896	28.43	32.33124	27.103363	33.157696	32.883396	31.398478	31.493334	31.155415	34.403225
30.443338	32.23625	28.312422	28.00748	30.653553	34.66582	32.828144	29.543396	27.507519	25.01619	29.282248	28.4925	32.287327	27.022415	33.18648	32.993664	31.371828	31.426666	31.17707	34.370968
30.544888	32.2075	28.304893	27.983791	30.718273	34.76463	32.866585	29.583649	27.533834	25.117207	29.35422	28.51875	32.306534	27.088419	33.16771	33.09759	31.359137	31.421818	31.294268	34.435482
30.526184	32.15	28.366835	27.941324	30.57868	34.805344	32.802994	29.498114	27.46926	25.097258	29.372599	28.44	32.293083	27.105986	33.09637	33.126743	31.326141	31.395151	31.238216	34.37841
30.524939	32.08375	28.330402	27.838951	30.598986	34.711197	32.694515	29.432705	27.42911	25.083542	29.390526	28.4275	32.345913	27.044888	32.994995	33.130547	31.31472	31.34909	31.10828	34.23077
30.61	32.193993	28.35849	27.747816	30.772264	34.752865	32.83271	29.591425	27.446674	25.179775	29.501926	28.41552	32.33879	27.048628	32.991238	33.149555	31.402796	31.36	31.145409	34.27826
31.0725	32.690865	28.383648	27.695381	31.3028	34.736305	33.594257	30.045397	27.424623	25.161049	29.9473	28.413015	32.350124	27.004988	32.979977	33.20279	31.367218	31.345455	31.183674	34.29565
31.136421	32.625313	28.34717	27.682896	31.341402	34.79745	33.62875	30.012627	27.494339	25.18125	30.007723	28.414787	32.32242	26.96384	32.913643	33.14829	31.395172	31.31394	31.227041	34.318012
31.132666	32.634087	28.314465	27.605494	31.346497	34.755413	33.54625	30.07702	27.486147	25.1525	30.027061	28.44361	32.358135	26.997507	32.917397	33.126743	31.424397	31.271515	31.234694	34.34453
31.215538	32.658722	28.32116	27.605	31.444445	34.725765	33.546368	30.16709	27.530895	25.195488	30.073643	28.476788	32.23611	26.993765	32.932415	33.18043	31.440914	31.262136	31.195402	34.3591
31.231829	32.71734	28.36696	27.607008	31.448849	34.873726	33.55458	30.134178	27.53594	25.263159	30.021992	28.396486	32.2756	27.074907	32.94493	33.192112	31.442186	31.295261	31.171137	34.360348
31.2594	32.7098	28.409836	27.551939	31.439898	34.836735	33.57842	30.098734	27.51072	25.233082	30.003881	28.376411	32.235146	27.08739	32.8811	33.21883	31.424397	31.244228	31.168583	34.350372
31.33584	32.633167	28.500631	27.637047	31.550575	34.953964	33.58417	30.135614	27.520203	25.221804	30.094559	28.437893	32.38023	27.177723	32.9411	33.211464	31.476494	31.225061	31.170076	34.394016
31.344612	32.64025	28.501263	27.598248	31.539743	34.875957	33.55346	30.155893	27.54235	25.219574	30.14786	28.507538	32.372623	27.191729	32.93233	33.191082	31.475222	31.225334	31.18566	34.384518
31.364662	32.594967	28.42803	27.608261	31.59359	34.86445	33.55975	30.111534	27.57775	25.212046	30.194553	28.550251	32.51331	27.085213	32.906013	33.11083	31.401525	31.267965	31.104994	34.369537
31.329575	32.621384	28.426767	27.649122	31.585897	34.891167	33.58113	30.09886	27.563843	25.238693	30.16472	28.589937	32.520912	27.14035	32.944794	33.19157	31.430025	31.354877	31.087069	34.3925
31.431078	32.586163	28.5	27.572681	31.594872	34.882202	33.539623	30.03422	27.510746	25.248743	30.237354	28.597485	32.570343	27.139097	32.918446	33.229885	31.522902	31.437805	31.055058	34.3125
31.365915	32.626415	28.443182	27.581453	31.524359	34.984615	33.533333	30.03929	27.574684	25.280151	30.16104	28.654089	32.548798	27.14429	32.883312	33.249043	31.439491	31.424908	31.106274	34.36125
31.382206	32.6	28.472221	27.593985	31.541025	34.98718	33.5522	30.043093	27.56709	25.224874	30.176624	28.725441	32.593155	27.053953	32.925972	33.171135	31.431847	31.424908	31.135723	34.35125
31.304512	32.61887	28.421717	27.578947	31.538462	35.04359	33.53585	30.022814	27.562025	25.211056	30.102598	28.638538	32.51838	27.051443	33.026382	33.31458	31.422194	31.42613	31.089628	34.39299
31.353384	32.64654	28.436869	27.614805	31.478205	35.00128	33.433964	30.09379	27.610126	25.250315	30.105194	28.695213	32.515842	27.055206	33.046482	33.31458	31.410715	31.44078	31.12036	34.406757
31.406015	32.69308	28.453283	27.666248	31.37564	35.016666	33.474213	30.111534	27.653164	25.183647	30.149351	28.70529	32.552597	27.069008	33.052765	33.337597	31.307398	31.41514	31.079386	34.413017
31.323309	32.59371	28.555555	27.638645	31.220512	35.039745	33.31069	30.036755	27.66709	25.181131	30.127274	28.75063	32.499367	27.120451	33.042713	33.285168	31.29847	31.455433	31.102432	34.45056
31.269424	32.56478	28.627054	27.59799	31.220512	35.048717	33.301888	30.00507	27.681013	25.2239	30.074026	28.65869	32.409378	27.116688	33.072865	33.265984	31.344387	31.468864	31.099873	34.314144
