2_Pilot_1	2_Pilot_10	2_Pilot_11	2_Pilot_3	2_Pilot_9	3_Pilot_1	3_Pilot_10	3_Pilot_11	3_Pilot_3	3_Pilot_9	Pilot_1	Pilot_10	Pilot_11	Pilot_3	Pilot_9	MSSM_RNA_PFC_2	PITT_RNA_PFC_1263	PITT_RNA_PFC_1581	MSSM_RNA_PFC_128	MSSM_RNA_PFC_141	MSSM_RNA_PFC_143	MSSM_RNA_PFC_146	MSSM_RNA_PFC_147	MSSM_RNA_PFC_148	MSSM_RNA_PFC_155	MSSM_RNA_PFC_159	MSSM_RNA_PFC_161	MSSM_RNA_PFC_163	MSSM_RNA_PFC_165	MSSM_RNA_PFC_166	MSSM_RNA_PFC_168	MSSM_RNA_PFC_176	MSSM_RNA_PFC_181	MSSM_RNA_PFC_184	MSSM_RNA_PFC_191	MSSM_RNA_PFC_198	MSSM_RNA_PFC_207	MSSM_RNA_PFC_286	MSSM_RNA_PFC_299	MSSM_RNA_PFC_303	MSSM_RNA_PFC_329	MSSM_RNA_PFC_67	MSSM_RNA_PFC_79	MSSM_RNA_PFC_93	MSSM_RNA_PFC_97	PENN_RNA_PFC_1	PENN_RNA_PFC_10	PENN_RNA_PFC_21	PENN_RNA_PFC_52	PENN_RNA_PFC_61	PENN_RNA_PFC_98	PITT_RNA_PFC_10025	PITT_RNA_PFC_1026	PITT_RNA_PFC_1086	PITT_RNA_PFC_1454	PITT_RNA_PFC_1524	PITT_RNA_PFC_1542	MSSM_RNA_PFC_106	MSSM_RNA_PFC_109	MSSM_RNA_PFC_11	MSSM_RNA_PFC_118	MSSM_RNA_PFC_122	MSSM_RNA_PFC_133	MSSM_RNA_PFC_197	MSSM_RNA_PFC_273	MSSM_RNA_PFC_293	MSSM_RNA_PFC_316	MSSM_RNA_PFC_34	MSSM_RNA_PFC_343	MSSM_RNA_PFC_360	MSSM_RNA_PFC_365	MSSM_RNA_PFC_46	MSSM_RNA_PFC_57	MSSM_RNA_PFC_65	MSSM_RNA_PFC_73	PENN_RNA_PFC_101	PENN_RNA_PFC_23	PENN_RNA_PFC_5	PENN_RNA_PFC_59	PENN_RNA_PFC_73	PENN_RNA_PFC_95	PITT_RNA_PFC_10020	PITT_RNA_PFC_1284	PITT_RNA_PFC_1558	PITT_RNA_PFC_1734	PITT_RNA_PFC_516	PITT_RNA_PFC_539	PITT_RNA_PFC_700	MSSM_RNA_PFC_144	MSSM_RNA_PFC_153	MSSM_RNA_PFC_164	MSSM_RNA_PFC_173	MSSM_RNA_PFC_199	MSSM_RNA_PFC_20	MSSM_RNA_PFC_214	MSSM_RNA_PFC_225	MSSM_RNA_PFC_236	MSSM_RNA_PFC_239	MSSM_RNA_PFC_244	MSSM_RNA_PFC_255	MSSM_RNA_PFC_260	MSSM_RNA_PFC_27	MSSM_RNA_PFC_284	MSSM_RNA_PFC_295	MSSM_RNA_PFC_296	MSSM_RNA_PFC_304	MSSM_RNA_PFC_311	MSSM_RNA_PFC_315	MSSM_RNA_PFC_323	MSSM_RNA_PFC_326	MSSM_RNA_PFC_336	MSSM_RNA_PFC_385	MSSM_RNA_PFC_394	MSSM_RNA_PFC_43	MSSM_RNA_PFC_58	MSSM_RNA_PFC_82	MSSM_RNA_PFC_92	PENN_RNA_PFC_19	PENN_RNA_PFC_67	PENN_RNA_PFC_82	PITT_RNA_PFC_1209	PITT_RNA_PFC_537	PITT_RNA_PFC_567	Pilot_1	Pilot_10	Pilot_11	Pilot_12	Pilot_17	Pilot_18	Pilot_2	Pilot_3	Pilot_4	Pilot_5	Pilot_6	Pilot_7	Pilot_8	Pilot_9
29.905964	31.567232	34.692482	25.702581	22.274826	32.392574	18.444693	35.22606	19.76985	9.339022	26.345665	29.516891	30.797483	36.40951	19.31069	18.18999	23.779776	10.455696	31.235764	42.5137	44.3504	25.97433	31.878132	40.07167	48.430557	51.00696	53.425056	29.47528	54.588505	56.329956	22.21347	30.706682	22.043428	31.348225	40.954964	22.379078	61.447098	30.498297	22.446978	25.079493	32.27283	25.497711	29.178654	29.00339	33.371986	37.085083	59.80425	34.09185	27.117647	42.97015	36.68919	37.517437	36.991764	65.15148	48.518814	48.942726	30.780516	26.451206	30.154535	36.14318	36.428734	29.45977	27.051546	49.909092	42.2628	9.14023	38.65525	33.59796	31.853882	33.356243	40.0	33.761795	47.01472	39.10213	52.889137	33.738445	39.149834	32.830376	28.508493	11.808343	73.87982	31.651672	46.224556	34.064804	41.125	66.61781	43.820454	45.868942	18.759022	31.930918	26.538462	24.940266	36.397675	27.221218	37.190315	15.7748575	37.902603	35.179573	6.1248593	41.049652	29.005568	25.251448	28.710619	33.334858	25.739468	24.756071	17.270454	35.980682	16.294521	46.262512	28.841866	27.951685	6.2954545	7.9108353	26.992134	29.890285	62.39394	26.173365	38.04966	14.852064	45.157143	25.435373	31.158606	67.44713	19.293318	30.657366	27.603174	44.254856	47.72536	36.093533	38.745705	47.490284	31.994312	41.436634	22.444698	37.3135	15.345934
29.862385	31.59435	34.565655	25.662178	22.260115	32.31496	18.396648	35.27951	19.761795	9.302617	26.425434	29.52365	30.786041	36.35963	19.368597	18.17406	23.725843	10.464902	31.192703	42.42694	44.306377	25.955357	31.802961	39.998863	48.380787	50.846867	53.534676	29.547806	54.68506	56.373875	22.143835	30.509626	21.982857	31.285223	40.89133	22.332958	61.415245	30.423382	22.340935	25.056452	32.17694	25.422197	29.189314	28.928734	33.243397	37.213287	59.856823	34.0	27.109573	42.95637	36.681305	37.519684	36.87397	64.99203	48.40479	48.961052	30.74468	26.544828	30.138857	36.0575	36.27822	29.448277	27.034365	49.899883	42.250286	9.158621	38.67009	33.618347	31.90525	33.329895	40.16247	33.695053	46.97622	39.191917	52.82979	33.73506	39.221977	32.807095	28.414495	11.773394	73.99433	31.519032	46.108406	34.05922	41.08945	66.43968	43.945454	46.00771	18.814901	31.894678	26.508612	24.923672	36.386497	27.21695	37.335587	15.850286	37.901474	35.209877	6.12036	41.123558	29.061316	25.221321	28.673279	33.28	25.683685	24.740618	17.258247	35.927273	16.310503	46.30367	28.831627	27.897753	6.2715907	7.942373	26.948315	29.908571	62.44781	26.14023	38.099323	14.877294	45.054947	25.436508	31.1991	67.5	19.337486	30.524553	27.612246	44.126858	47.671097	36.150116	38.877434	47.390858	31.908884	41.364056	22.40935	37.391304	15.392898
29.932339	31.578531	34.570145	25.68799	22.295954	32.35658	18.43352	35.33853	19.760645	9.320819	26.523699	29.485361	30.795195	36.46404	19.374165	18.195677	23.696629	10.4487915	31.22805	42.401825	44.40205	25.848215	31.798405	40.054607	48.42477	50.756382	53.47651	29.362612	54.720688	56.36374	22.086758	30.379389	21.965714	31.268349	40.87977	22.309336	61.424347	30.38933	22.379704	25.097927	32.101597	25.307781	29.0964	28.8224	33.249138	37.09324	59.82998	33.918484	27.117647	43.051666	36.643017	37.49719	36.930508	65.097946	48.257698	48.90149	30.666294	26.54023	30.06831	36.133034	36.322693	29.468966	27.06873	49.89413	42.096703	9.161105	38.634705	33.638733	31.950912	33.365406	40.04119	33.6145	46.878822	39.25926	52.89026	33.73957	39.096558	32.733925	28.325027	11.732807	73.933105	31.57324	46.002213	33.998882	41.114677	66.28185	43.993183	45.89097	18.854483	31.960318	26.498278	24.92699	36.355064	27.166101	37.370495	15.8148575	37.80068	35.218857	6.0821147	41.12702	28.940847	25.287703	28.750292	33.235428	25.72697	24.813465	17.255125	35.91932	16.362286	46.36374	28.772469	27.829214	6.2386365	7.898305	26.974157	29.883429	62.457912	26.060919	38.019188	14.886468	45.031868	25.409298	31.155231	67.7	19.30804	30.515625	27.537415	44.133713	47.6567	36.191685	38.85338	47.425144	31.863325	41.48963	22.40707	37.438213	15.391752
29.905964	31.60904	34.569023	25.86854	22.317919	32.31721	18.468157	35.31069	19.718067	9.318907	26.579191	29.647522	30.721968	36.61021	19.42539	18.254835	23.713484	10.464902	31.157354	42.38927	44.45558	25.85826	31.633257	40.028442	48.38773	50.7297	53.35235	29.400902	54.766666	56.35473	22.145144	30.33522	21.954287	31.241972	40.89711	22.34983	61.36519	30.321226	22.348917	25.070276	32.218285	25.31386	29.06504	28.782804	33.306545	37.194637	59.855705	33.865673	27.186852	42.952927	36.646397	37.48819	36.94111	64.87699	48.199543	48.798397	30.657335	26.531034	30.025755	36.157837	36.248573	29.474712	27.124857	49.853855	42.163822	9.18527	38.57991	33.742924	31.990868	33.360825	40.114418	33.558113	46.928654	39.218857	52.847706	33.665165	39.061043	32.682926	28.310658	11.713641	74.1542	31.516724	46.141594	34.09162	41.068806	66.32356	43.93182	45.87335	18.873108	31.913832	26.437428	24.93584	36.356228	27.140114	37.33671	15.814646	37.75651	35.148315	6.0821147	41.01501	29.077095	25.097448	28.841307	33.313145	25.703663	24.820087	17.264236	35.97497	16.358856	46.362625	28.808874	27.866293	6.255682	7.9107347	26.995506	29.821714	62.40853	26.087357	38.01467	14.870413	45.014286	25.433107	31.098988	67.74253	19.388449	30.501677	27.548754	44.075428	47.70764	36.15954	38.791523	47.441143	31.922552	41.628605	22.418472	37.534325	15.358534
29.919725	31.679096	34.641975	25.910112	22.331793	32.304836	18.469275	35.35746	19.785961	9.331435	26.582659	29.657658	30.689932	36.63457	19.48107	18.180887	23.74719	10.438435	31.0935	42.3105	44.332573	25.76451	31.65148	39.960182	48.471066	50.74942	53.28859	29.39527	54.554024	56.23649	21.995428	30.250282	21.987429	31.197248	40.854336	22.325085	61.355354	30.231556	22.27138	24.899769	32.226284	25.306988	28.939606	28.705883	33.278988	37.177155	59.78076	33.802525	27.09804	42.980484	36.676804	37.438694	36.97762	64.732346	48.004562	48.656357	30.604704	26.552874	30.011198	36.20406	36.114025	29.471264	27.008018	49.807823	42.152447	9.154201	38.601597	33.749718	31.949772	33.305843	40.03547	33.52129	46.956966	39.20763	52.977604	33.596394	39.048836	32.592674	28.360544	11.730553	74.096375	31.441753	46.25692	34.039104	41.00688	66.33634	43.905575	45.87335	18.8766	31.817461	26.443169	24.943584	36.383003	27.033897	37.279278	15.870709	37.732426	35.144943	6.049494	40.949192	29.04581	24.973318	28.842474	33.369144	25.706993	24.757174	17.179955	35.945393	16.373714	46.343716	28.82025	27.767416	6.2295456	7.8937855	26.933708	29.779428	62.410774	25.96092	37.83296	14.881745	45.0176	25.455164	31.100225	67.80115	19.34881	30.507263	27.506804	44.034286	47.70432	36.175724	38.77778	47.398857	31.964693	41.513264	22.392246	37.551487	15.34937
29.886467	31.640678	34.72166	25.937078	22.32023	32.34646	18.519016	35.327393	19.718067	9.32155	26.647398	29.670046	30.697594	36.657772	19.560759	18.26735	23.742697	10.413118	31.123287	42.305935	44.33713	25.731028	31.648802	40.02389	48.530094	50.707657	53.3434	29.422121	54.616093	56.231983	21.966858	30.229284	22.053837	31.194954	40.92832	22.325085	61.438496	30.178207	22.293045	24.8985	32.23341	25.311926	28.969767	28.71267	33.276695	37.194637	59.82103	33.786453	27.086506	42.859932	36.7759	37.40495	36.997643	64.62528	47.90194	48.636883	30.636059	26.586882	30.068386	36.14769	36.033066	29.465517	26.975945	49.762947	42.14139	9.119678	38.52055	33.712345	31.827625	33.323025	39.967926	33.513233	46.943375	39.329212	52.93169	33.595264	39.127636	32.56222	28.320862	11.730248	73.98866	31.324106	46.169434	34.115086	40.994267	66.297966	43.929386	45.785244	18.821886	31.89569	26.475315	24.934734	36.330616	26.99209	37.30518	15.875143	37.738094	35.17323	6.0438695	40.948036	29.084917	25.066126	28.898483	33.418285	25.648169	24.76159	17.129988	35.97494	16.398857	46.313683	28.841866	27.846067	6.255973	7.879096	26.914606	29.727688	62.397755	26.002302	37.767494	14.878301	44.9736	25.412031	31.144144	67.69885	19.300114	30.560894	27.43084	44.016	47.79712	36.197918	38.779816	47.41143	32.01025	41.43418	22.435575	37.654068	15.341743
29.825687	31.647457	34.692482	25.911236	22.36763	32.34758	18.507278	35.333332	19.665133	9.3386545	26.671677	29.64865	30.690722	36.64037	19.599777	18.31058	23.60337	10.439586	31.142694	42.319633	44.374714	25.72991	31.690992	39.963596	48.449074	50.75986	53.454647	29.451468	54.575863	56.182434	21.906286	30.15891	21.986254	31.205275	40.89942	22.27784	61.39066	30.052214	22.214367	24.890427	32.17048	25.25688	28.862791	28.68439	33.222733	37.071095	59.850113	33.765785	27.050749	42.838116	36.82545	37.392574	36.964622	64.44647	47.90194	48.550972	30.669653	26.585732	30.004484	36.148815	36.115166	29.427586	26.896908	49.642117	42.194984	9.140391	38.56621	33.74632	31.834475	33.28866	40.00802	33.54085	46.93318	39.368538	52.993282	33.669674	39.062153	32.574444	28.37755	11.730248	74.031746	31.194925	46.057587	34.113968	40.85665	66.072235	43.91344	45.79846	18.832363	31.978458	26.48565	25.030973	36.394646	27.00791	37.260136	15.878579	37.740364	35.322834	6.023622	40.9388	29.089386	25.111368	28.948658	33.405716	25.618202	24.881899	17.216648	36.04214	16.353144	46.29366	28.896473	27.961798	6.2787256	7.894915	26.837078	29.783752	62.423595	25.972382	37.792324	14.888634	44.910793	25.424517	31.166666	67.74138	19.288788	30.498323	27.412699	43.954285	47.74501	36.126156	38.774082	47.433144	32.03075	41.442265	22.417332	37.729668	15.370413
29.823395	31.635746	34.64983	25.919102	22.374567	32.365578	18.546473	35.225197	19.751152	9.374429	26.63237	29.637388	30.742268	36.70151	19.537346	18.342825	23.63892	10.433832	31.19064	42.242287	44.222095	25.70391	31.746864	40.112885	48.466976	50.868908	53.400223	29.496614	54.531036	56.266064	21.890285	30.103292	22.024055	31.182339	40.89942	22.35135	61.476624	29.992054	22.175598	24.871824	32.07094	25.293577	28.863953	28.770363	33.188507	37.03613	59.838566	33.795166	27.035755	42.84845	36.75901	37.32171	36.807556	64.45382	47.97831	48.62385	30.652466	26.576036	29.94725	36.302826	36.074116	29.488506	26.872707	49.731567	42.127853	9.132488	38.589245	33.716553	31.836758	33.245132	39.988544	33.437283	46.798416	39.373035	53.0112	33.58061	39.05	32.51889	28.337116	11.784824	74.1644	31.123556	46.372505	34.190155	40.893227	66.18531	43.808437	45.75991	18.81797	31.982973	26.464903	25.03326	36.44005	26.945763	37.228603	15.83047	37.759365	35.209225	6.0236487	41.025433	29.092842	24.99652	28.94399	33.520596	25.606667	24.863134	17.189714	36.159817	16.399313	46.32703	28.871445	28.107986	6.2801824	7.8800907	26.83352	29.770023	62.484814	25.98504	37.685875	14.864524	44.883003	25.556314	31.232243	67.81336	19.302378	30.484917	27.339003	44.051548	47.633038	36.069527	38.792194	47.41943	32.005695	41.32948	22.41895	37.836197	15.330654
29.8211	31.566742	34.679012	25.952755	22.408092	32.35658	18.51064	35.14604	19.75	9.385845	26.63237	29.656532	30.819016	36.559814	19.529543	18.400229	23.596848	10.413118	31.219177	42.28343	44.16059	25.699442	31.677309	40.22805	48.325607	50.85499	53.366592	29.722034	54.436783	56.235893	21.896	30.065834	22.059633	31.191513	40.726013	22.384008	61.583332	29.994324	22.156393	24.950346	32.10183	25.244267	28.827908	28.736425	33.196552	36.933567	59.65432	33.698505	26.971165	42.858784	36.737614	37.281216	36.867767	64.43558	48.00685	48.64679	30.605381	26.534563	29.956228	36.321266	36.193844	29.470116	26.78211	49.822582	42.16	9.109573	38.42105	33.59637	31.899544	33.241974	39.970184	33.41197	46.91043	39.508987	53.04036	33.58737	39.017776	32.445557	28.329172	11.785957	74.263336	31.046244	46.339245	34.217003	40.826637	66.24208	43.876713	45.776432	18.843641	31.961407	26.405064	25.092018	36.383003	26.897175	37.135136	15.823395	37.734394	35.333332	6.045096	41.041668	29.243849	25.0	29.029205	33.50229	25.494444	24.91722	17.136156	36.230858	16.4811	46.295883	28.81115	28.226097	6.259681	7.882353	26.842342	29.69794	62.517437	25.926268	37.61356	14.921839	44.90618	25.559727	31.126268	67.6371	19.322763	30.386593	27.351475	43.967926	47.50111	35.987255	38.778416	47.358856	31.905466	41.242775	22.43379	38.059566	15.338691
29.86812	31.585505	34.693604	26.00675	22.38266	32.403824	18.4972	34.992195	19.709677	9.386987	26.661272	29.676437	30.838488	36.53194	19.539576	18.484018	23.61937	10.44649	31.270548	42.304	44.13895	25.790827	31.833334	40.23603	48.384705	50.87471	53.44955	29.7887	54.444828	56.1851	21.929142	30.097727	22.072248	31.194954	40.695953	22.471848	61.605713	30.038593	22.16343	24.97344	32.166096	25.233946	28.884884	28.74208	33.28161	36.91958	59.68427	33.734177	27.019608	42.831036	36.648647	37.285713	36.94805	64.38654	47.90525	48.52523	30.554934	26.548388	30.0	36.440044	36.340935	29.468966	26.807339	49.920506	42.216	9.091119	38.327232	33.648525	31.81621	33.18922	40.04587	33.499424	46.998867	39.72216	53.156006	33.555805	38.954445	32.39111	28.255392	11.83692	74.29285	31.130636	46.22284	34.309845	40.966705	66.1414	43.987442	45.89427	18.815636	31.972757	26.393557	25.176275	36.352737	26.836159	37.1522	15.854191	37.786606	35.24212	6.053047	40.994213	29.229307	25.008139	29.123833	33.55263	25.462223	25.012142	17.154463	36.27543	16.476519	46.19466	28.883959	28.206974	6.2255125	7.8834844	26.865992	29.745995	62.559055	25.945852	37.6452	14.926436	44.806843	25.483503	31.224606	67.48387	19.334467	30.320671	27.35034	43.912945	47.48337	35.9803	38.838116	47.489704	31.964693	41.1875	22.341715	37.887745	15.309989
29.8211	31.626274	34.731762	26.053993	22.41088	32.31946	18.397537	34.96098	19.720047	9.340571	26.726011	29.636568	30.83047	36.51452	19.533482	18.507992	23.559685	10.418872	31.361143	42.292572	44.03075	25.751678	31.860731	40.18358	48.414833	50.88979	53.51906	29.674576	54.533947	56.183052	21.92343	29.994318	21.982798	31.162844	40.608093	22.460585	61.84897	30.111364	22.24	24.946882	32.20504	25.22821	28.89535	28.625566	33.41954	36.983685	59.799774	33.727272	26.952711	42.77471	36.53829	37.27109	36.857143	64.44178	47.826485	48.671642	30.55269	26.544931	30.044893	36.421947	36.35804	29.447126	26.86812	49.930874	42.235428	9.059977	38.2643	33.68254	31.797945	33.16418	40.05963	33.546604	47.06916	39.8099	53.19326	33.607666	39.09111	32.371113	28.257662	11.885617	74.200905	31.104046	46.154102	34.43561	40.863377	66.25565	43.938354	45.96586	18.823805	31.920546	26.35328	25.151884	36.35157	26.767231	37.05637	15.888506	37.719635	35.28491	6.0519185	41.00116	29.21924	25.056976	29.13201	33.463917	25.556667	24.998896	17.138443	36.246857	16.461626	46.152393	28.846416	28.175478	6.240319	7.8914027	26.863739	29.68421	62.55568	25.96198	37.78418	14.954023	44.79558	25.465302	31.258465	67.60323	19.354876	30.362011	27.325397	43.860252	47.56541	36.017403	38.874855	47.559498	31.981777	41.203705	22.331429	37.798397	15.27899
29.823395	31.697279	34.679012	26.040495	22.476852	32.406075	18.402466	34.79376	19.75576	9.3714285	26.613873	29.735891	30.618557	36.429733	19.568714	18.43493	23.485361	10.410817	31.401602	42.163616	44.06492	25.692394	31.891552	40.148403	48.329086	50.805103	53.421524	29.761581	54.357883	55.902824	21.941713	30.067045	21.963303	31.129587	40.547977	22.400902	61.80778	30.243458	22.277714	24.952656	32.138603	25.231651	28.901163	28.598415	33.36207	37.076923	59.751408	33.73763	27.050749	42.583908	36.472973	37.209225	36.876034	64.19977	47.8238	48.632607	30.441704	26.473503	29.997755	36.37896	36.30787	29.27931	26.844036	49.792625	42.0	9.025374	38.10183	33.718822	31.836758	33.05511	40.090595	33.449944	46.97846	39.84702	53.2382	33.5186	39.114445	32.371113	28.303064	11.884484	73.94552	31.144508	46.19756	34.298992	40.78301	66.27036	43.913242	46.026432	18.800467	31.777525	26.228998	25.133038	36.35157	26.779661	36.92108	15.794253	37.761364	35.216217	6.057562	40.8679	29.17114	25.127907	29.089952	33.513172	25.544445	25.125967	17.135012	36.274284	16.388315	46.057842	28.863482	28.131609	6.243736	7.917421	26.881756	29.724257	62.408325	25.99424	37.760452	14.995402	44.57569	25.325369	31.214447	67.666664	19.361677	30.270391	27.304989	43.864834	47.562084	35.912994	38.898968	47.45652	32.018223	41.189816	22.355835	37.894615	15.238806
29.870413	31.738094	34.703705	26.08774	22.538282	32.47919	18.428251	34.82943	19.817762	9.44	26.557226	29.789831	30.616266	36.468605	19.560402	18.444063	23.504505	10.386651	31.358124	42.058353	44.060364	25.74916	31.88242	40.166668	48.304752	50.835266	53.489338	29.667797	54.361336	55.883617	22.028605	30.025028	21.99656	31.076836	40.52948	22.43919	61.95189	30.319681	22.298286	24.946821	32.14433	25.205275	28.940699	28.666666	33.379745	37.082848	59.736782	33.764977	26.990772	42.41954	36.4223	37.311935	36.83943	64.227165	47.954235	48.662457	30.494383	26.425116	29.98092	36.38688	36.259975	29.222988	26.795872	49.799538	41.971428	9.027681	38.077805	33.57823	31.858448	33.088505	40.074543	33.468353	47.05335	39.84702	53.278652	33.48027	38.992214	32.36889	28.24858	11.853908	73.913734	31.203468	46.218887	34.294514	40.851894	66.338615	44.004566	46.056168	18.781797	31.844496	26.202532	25.06541	36.330616	26.729944	36.8929	15.863061	37.725	35.273647	6.0733633	41.00927	29.126398	25.18721	29.169392	33.549828	25.443333	25.18674	17.165903	36.28343	16.568312	46.13793	28.831627	28.18785	6.2243733	7.8834844	26.943693	29.782608	62.52306	25.88364	37.688137	14.955173	44.576797	25.423208	31.351015	67.710495	19.37117	30.196648	27.234694	43.78236	47.635254	35.9849	38.935707	47.5063	32.038723	41.197918	22.32723	37.684994	15.300804
29.89679	31.765306	34.700336	26.09224	22.555685	32.43757	18.401346	34.820515	19.747404	9.461715	26.538729	29.734463	30.58992	36.423256	19.53915	18.396118	23.466217	10.3693905	31.440504	42.04691	44.02506	25.734602	31.78653	40.099316	48.29664	50.930393	53.60718	29.631638	54.4626	55.77401	22.081236	30.084187	22.026377	30.979359	40.43931	22.43356	62.013744	30.316269	22.261715	24.90867	32.105385	25.28899	28.853489	28.639456	33.33832	37.194866	59.677166	33.692398	26.99654	42.43908	36.399776	37.301804	36.92916	64.26712	47.83753	48.681976	30.414606	26.402073	29.969696	36.421947	36.171036	29.210344	26.83257	49.7212	41.861713	9.04729	38.196796	33.545353	31.930286	32.91954	40.154816	33.47411	47.14075	39.89089	53.24382	33.470123	39.032257	32.438263	28.238365	11.800679	73.786606	31.168787	46.285557	34.179173	40.747417	66.1846	44.030823	46.20815	18.744457	31.862656	26.2313	25.036585	36.32829	26.714125	36.855694	15.818182	37.668182	35.29617	6.091422	41.049828	29.164429	25.084885	29.16472	33.54639	25.42	25.253319	17.20023	36.28	16.574053	46.120132	28.804323	28.178852	6.2177877	7.872172	26.96509	29.825888	62.506187	25.85484	37.681355	14.945977	44.656353	25.422071	31.375847	67.66551	19.347332	30.12514	27.25397	43.84078	47.59313	36.030197	38.87141	47.587627	31.910023	41.217594	22.35698	37.785797	15.312284
29.909403	31.831066	34.86981	26.141733	22.549885	32.46232	18.37556	34.814938	19.711649	9.437715	26.568787	29.80113	30.67354	36.54186	19.590605	18.425798	23.466217	10.407365	31.512587	42.0492	44.157177	25.742441	32.077625	40.049088	48.24797	51.018562	53.367004	29.640678	54.528194	55.822598	22.169336	30.113766	22.084862	31.158257	40.475143	22.552927	62.13631	30.319681	22.211428	25.009249	32.207333	25.380733	28.95465	28.713152	33.296894	37.27538	59.845894	33.61636	26.96655	42.48161	36.393017	37.277027	37.01889	64.41895	47.82952	48.72675	30.439325	26.39516	30.012346	36.410633	36.062714	29.324139	26.776377	49.762672	41.88	9.056517	38.193363	33.606575	32.00686	32.926437	40.25115	33.652473	47.119183	39.946007	53.229214	33.590755	39.07119	32.553947	28.312145	11.840317	73.83087	31.095953	46.427776	34.20157	40.807117	66.021515	44.245434	46.26542	18.770128	31.93984	26.207134	25.262749	36.495926	26.680225	37.02255	15.789413	37.609093	35.468468	6.081264	41.09154	29.048098	25.130232	29.161215	33.545246	25.486666	25.213495	17.228832	36.362286	16.6062	46.14794	28.849829	28.137234	6.2257695	7.888009	27.004505	29.92898	62.561306	25.832949	37.750282	14.967816	44.748066	25.36405	31.384876	67.79816	19.37344	30.208939	27.359411	43.994274	47.654102	36.03368	38.92193	47.699886	32.07745	41.280094	22.46453	37.91867	15.293915
29.971298	31.91714	34.931538	26.106861	22.538282	32.507313	18.397982	34.82943	19.63091	9.525171	26.595375	29.80678	30.768614	36.534344	19.630873	18.393143	23.47072	10.429724	31.454233	42.026344	44.178814	25.798431	32.049088	40.13014	48.315544	51.00696	53.199776	29.662895	54.436134	55.78418	22.122566	30.045506	22.040138	31.18578	40.433525	22.607666	62.342136	30.230068	22.211428	25.018497	32.257732	25.41399	28.994186	28.744898	33.330265	37.29288	59.859234	33.77278	26.986158	42.43563	36.4223	37.184685	37.01182	64.39543	47.776886	48.684273	30.551182	26.470047	29.989899	36.392532	36.075256	29.366667	26.7876	49.64977	42.016	9.0311775	38.1373	33.725624	31.969107	32.909195	40.17202	33.64442	47.206818	39.961754	53.362206	33.67607	39.129032	32.680756	28.31555	11.851474	74.079544	31.017342	46.40111	34.236282	40.982777	66.0555	44.25799	46.38258	18.820303	31.864925	26.350231	25.325943	36.560608	26.691525	36.967304	15.827388	37.59773	35.45045	6.081356	40.99884	28.927294	25.088474	29.064253	33.515465	25.46941	25.142698	17.29897	36.441647	16.625717	46.162403	28.748577	28.190102	6.2212086	7.89819	27.118244	29.957617	62.49775	25.864056	37.73559	14.97931	44.76438	25.373152	31.39842	67.75778	19.358683	30.235754	27.388195	44.10665	47.552105	36.0964	38.843678	47.6449	32.04561	41.37037	22.514874	38.172966	15.316877
29.995401	32.001137	34.89899	26.144144	22.541231	32.43082	18.345291	34.83389	19.62702	9.521192	26.62297	29.758192	30.609392	36.542492	19.60179	18.357714	23.400902	10.373702	31.481693	41.86254	44.14025	25.857624	32.193363	40.177345	48.31279	50.96404	53.098877	29.559956	54.42857	55.691177	22.079039	30.021616	22.08046	31.250286	40.31792	22.628668	62.224136	30.168756	22.18743	25.061272	32.26346	25.422503	29.025612	28.759365	33.30069	37.21612	59.82545	33.79792	27.00692	42.260918	36.352478	37.166855	36.973995	64.237114	47.84078	48.696552	30.546682	26.527649	29.91807	36.29332	36.105022	29.386208	26.7279	49.569782	41.946224	9.040416	38.051487	33.84109	31.87858	32.804596	40.26376	33.619102	47.125286	39.851517	53.116985	33.658012	39.05011	32.787067	28.244041	11.864773	74.08077	31.011574	46.334446	34.203808	40.784157	65.77916	44.223743	46.4702	18.854143	31.813425	26.319124	25.331486	36.50583	26.655367	36.919956	15.795167	37.575653	35.43018	6.087104	40.926914	28.845638	24.94412	28.981308	33.559128	25.408686	25.217054	17.225658	36.4119	16.65442	46.152733	28.701935	28.1991	6.2591324	7.9004526	27.128378	29.986238	62.443695	25.858131	37.675705	14.959723	44.598007	25.248575	31.40791	67.91465	19.413166	30.241611	27.37117	44.10321	47.48337	36.044186	38.85977	47.64564	31.887115	41.399307	22.545246	37.907215	15.334099
