2_Pilot_1	2_Pilot_10	2_Pilot_11	2_Pilot_3	2_Pilot_9	3_Pilot_1	3_Pilot_10	3_Pilot_11	3_Pilot_3	3_Pilot_9	Pilot_1	Pilot_10	Pilot_11	Pilot_3	Pilot_9	MSSM_RNA_PFC_2	PITT_RNA_PFC_1263	PITT_RNA_PFC_1581	MSSM_RNA_PFC_128	MSSM_RNA_PFC_141	MSSM_RNA_PFC_143	MSSM_RNA_PFC_146	MSSM_RNA_PFC_147	MSSM_RNA_PFC_148	MSSM_RNA_PFC_155	MSSM_RNA_PFC_159	MSSM_RNA_PFC_161	MSSM_RNA_PFC_163	MSSM_RNA_PFC_165	MSSM_RNA_PFC_166	MSSM_RNA_PFC_168	MSSM_RNA_PFC_176	MSSM_RNA_PFC_181	MSSM_RNA_PFC_184	MSSM_RNA_PFC_191	MSSM_RNA_PFC_198	MSSM_RNA_PFC_207	MSSM_RNA_PFC_286	MSSM_RNA_PFC_299	MSSM_RNA_PFC_303	MSSM_RNA_PFC_329	MSSM_RNA_PFC_67	MSSM_RNA_PFC_79	MSSM_RNA_PFC_93	MSSM_RNA_PFC_97	PENN_RNA_PFC_1	PENN_RNA_PFC_10	PENN_RNA_PFC_21	PENN_RNA_PFC_52	PENN_RNA_PFC_61	PENN_RNA_PFC_98	PITT_RNA_PFC_10025	PITT_RNA_PFC_1026	PITT_RNA_PFC_1086	PITT_RNA_PFC_1454	PITT_RNA_PFC_1524	PITT_RNA_PFC_1542	MSSM_RNA_PFC_106	MSSM_RNA_PFC_109	MSSM_RNA_PFC_11	MSSM_RNA_PFC_118	MSSM_RNA_PFC_122	MSSM_RNA_PFC_133	MSSM_RNA_PFC_197	MSSM_RNA_PFC_273	MSSM_RNA_PFC_293	MSSM_RNA_PFC_316	MSSM_RNA_PFC_34	MSSM_RNA_PFC_343	MSSM_RNA_PFC_360	MSSM_RNA_PFC_365	MSSM_RNA_PFC_46	MSSM_RNA_PFC_57	MSSM_RNA_PFC_65	MSSM_RNA_PFC_73	PENN_RNA_PFC_101	PENN_RNA_PFC_23	PENN_RNA_PFC_5	PENN_RNA_PFC_59	PENN_RNA_PFC_73	PENN_RNA_PFC_95	PITT_RNA_PFC_10020	PITT_RNA_PFC_1284	PITT_RNA_PFC_1558	PITT_RNA_PFC_1734	PITT_RNA_PFC_516	PITT_RNA_PFC_539	PITT_RNA_PFC_700	MSSM_RNA_PFC_144	MSSM_RNA_PFC_153	MSSM_RNA_PFC_164	MSSM_RNA_PFC_173	MSSM_RNA_PFC_199	MSSM_RNA_PFC_20	MSSM_RNA_PFC_214	MSSM_RNA_PFC_225	MSSM_RNA_PFC_236	MSSM_RNA_PFC_239	MSSM_RNA_PFC_244	MSSM_RNA_PFC_255	MSSM_RNA_PFC_260	MSSM_RNA_PFC_27	MSSM_RNA_PFC_284	MSSM_RNA_PFC_295	MSSM_RNA_PFC_296	MSSM_RNA_PFC_304	MSSM_RNA_PFC_311	MSSM_RNA_PFC_315	MSSM_RNA_PFC_323	MSSM_RNA_PFC_326	MSSM_RNA_PFC_336	MSSM_RNA_PFC_385	MSSM_RNA_PFC_394	MSSM_RNA_PFC_43	MSSM_RNA_PFC_58	MSSM_RNA_PFC_82	MSSM_RNA_PFC_92	PENN_RNA_PFC_19	PENN_RNA_PFC_67	PENN_RNA_PFC_82	PITT_RNA_PFC_1209	PITT_RNA_PFC_537	PITT_RNA_PFC_567	Pilot_1	Pilot_10	Pilot_11	Pilot_12	Pilot_17	Pilot_18	Pilot_2	Pilot_3	Pilot_4	Pilot_5	Pilot_6	Pilot_7	Pilot_8	Pilot_9
6.992	7.531	7.393	4.426	4.42	7.29	4.475	8.543	4.734	2.074	7.895	6.343	7.33	9.098	4.108	5.23	5.85	2.207	13.102	16.085	19.368	7.9	9.423	19.3	15.54	23.308	25.484	10.573	25.641	23.896	8.02	8.242	7.062	10.686	17.149	7.759	24.817	13.83	5.876	7.441	10.161	7.746	9.816	10.535	15.199	10.129	17.702	13.63	9.116	18.495	19.387	16.927	20.021	28.244	20.445	21.337	10.406	8.652	10.128	10.986	13.306	9.501	7.892	17.963	11.374	2.613	11.331	9.404	7.983	10.261	9.32	11.094	15.073	11.298	12.587	12.332	11.162	10.725	9.751	3.959	19.512	17.114	19.336	11.356	12.738	16.045	15.078	13.844	6.215	9.619	9.124	8.701	12.258	9.284	14.816	3.164	13.444	9.33	2.517	16.305	10.932	7.444	14.288	16.414	10.565	7.787	8.312	10.022	6.483	19.788	7.892	6.227	3.057	4.135	13.927	8.319	23.053	10.647	11.859	5.265	11.751	7.933	9.82	13.934	4.15	5.381	5.621	8.752	9.002	9.908	8.455	11.408	7.152	8.177	3.511	7.166	2.959
7.393	7.732	7.61	4.622	4.555	7.472	4.599	8.621	4.844	2.162	8.235	6.51	7.657	9.608	4.248	5.416	6.05	2.271	13.752	17.039	20.296	8.098	9.752	20.374	16.367	24.598	27.212	10.883	26.928	25.109	8.229	8.482	7.205	11.042	18.031	8.023	25.98	14.797	5.999	7.578	10.373	7.979	9.98	10.782	15.922	10.416	19.395	14.485	9.247	19.789	20.615	17.91	20.8	30.246	21.414	22.553	10.84	8.951	10.277	11.702	13.993	9.68	8.078	18.952	11.803	2.684	11.456	9.905	8.164	10.459	9.755	11.464	15.721	11.618	13.02	13.332	11.655	11.04	10.081	4.149	20.604	17.907	20.31	11.998	13.292	16.686	15.619	14.542	6.459	9.957	9.311	9.057	12.653	9.569	15.204	3.301	14.159	9.593	2.695	16.934	11.227	7.578	15.0	17.15	11.03	7.994	8.47	10.368	6.635	20.631	8.022	6.381	3.188	4.369	14.868	8.497	23.983	10.939	12.271	5.463	12.324	8.301	10.438	14.453	4.207	5.534	5.8	9.049	9.355	10.05	8.714	11.671	7.26	8.358	3.649	7.301	3.034
7.667	7.996	7.779	4.822	4.653	7.659	4.807	8.806	4.988	2.231	8.608	6.689	7.927	10.158	4.349	5.692	6.323	2.367	14.475	18.198	21.392	8.327	10.066	21.632	17.313	26.071	28.524	11.062	28.622	26.915	8.566	8.707	7.337	11.549	18.918	8.263	27.49	15.559	6.181	7.793	10.552	8.254	10.27	10.957	16.554	10.661	20.968	15.202	9.409	20.901	21.619	19.18	21.542	32.248	22.415	23.858	11.389	9.213	10.549	12.47	14.849	9.993	8.313	19.927	12.147	2.776	11.623	10.334	8.397	10.717	9.938	11.714	16.609	12.124	13.587	14.538	12.083	11.334	10.431	4.435	21.704	18.781	21.637	12.715	13.782	17.475	16.258	15.412	6.73	10.351	9.522	9.445	12.979	9.737	15.851	3.437	14.93	9.837	2.87	17.915	11.398	7.774	15.707	17.989	11.437	8.297	8.73	10.617	6.78	21.644	8.271	6.726	3.333	4.6	15.733	8.715	24.801	11.278	12.829	5.714	13.34	8.66	11.03	14.942	4.271	5.732	5.965	9.324	9.656	10.296	9.042	12.029	7.44	8.583	3.801	7.393	3.085
7.861	8.268	7.972	4.911	4.729	7.905	4.972	8.946	5.144	2.378	9.079	6.851	8.184	10.838	4.448	5.785	6.489	2.427	15.488	19.105	22.317	8.571	10.315	22.741	18.176	27.405	29.888	11.253	30.034	28.126	8.779	9.004	7.418	12.026	19.908	8.624	28.608	16.38	6.396	8.015	10.789	8.551	10.488	11.247	17.122	10.865	22.17	15.996	9.641	22.284	22.556	20.151	22.443	34.194	23.535	25.105	11.833	9.5	10.952	13.005	15.612	10.383	8.502	21.004	12.563	2.84	11.848	10.538	8.629	10.984	10.212	11.957	17.181	12.463	13.944	15.296	12.767	11.739	10.742	4.726	22.76	19.885	23.739	13.489	14.431	18.164	17.152	16.234	7.014	10.776	9.672	9.645	13.367	9.999	16.989	3.58	15.817	10.086	3.087	18.602	11.629	7.954	16.34	18.532	11.909	8.612	8.928	10.855	6.927	22.592	8.471	6.919	3.499	4.855	16.746	9.016	26.067	11.606	13.373	5.917	14.432	9.013	11.818	15.582	4.367	5.919	6.285	9.661	10.084	10.663	9.414	12.565	7.647	8.872	3.935	7.481	3.181
8.102	8.502	8.142	5.042	4.817	8.093	5.088	9.036	5.24	2.45	9.468	6.995	8.416	11.38	4.556	5.89	6.653	2.48	16.063	19.805	23.201	8.803	10.542	24.058	18.958	28.301	31.281	11.652	31.033	29.053	9.073	9.216	7.571	12.641	20.771	8.884	29.568	17.227	6.565	8.274	11.112	8.819	10.723	11.563	17.912	11.244	22.993	16.744	9.902	23.545	23.594	21.368	23.381	35.801	24.594	26.409	12.294	9.847	11.214	13.556	16.31	10.712	8.677	22.085	13.101	2.919	12.114	10.913	8.839	11.202	10.563	12.237	17.849	12.656	14.645	16.25	13.417	12.093	11.075	5.048	24.017	20.79	24.943	14.233	15.045	18.985	17.964	16.865	7.253	11.174	9.909	9.873	13.683	10.286	17.697	3.719	16.567	10.308	3.242	19.283	11.931	8.139	16.972	19.086	12.34	8.774	9.183	10.927	7.071	23.499	8.652	7.149	3.647	5.081	17.465	9.271	27.27	11.893	13.787	6.255	15.471	9.333	12.478	16.145	4.487	6.112	6.473	9.826	10.497	10.923	9.795	13.126	7.856	9.021	3.933	7.636	3.288
8.369	8.783	8.323	5.15	4.96	8.295	5.316	9.134	5.383	2.568	9.835	7.182	8.616	11.887	4.68	6.001	6.911	2.533	16.733	20.767	24.491	9.081	10.837	25.16	19.603	29.351	32.916	11.84	32.037	29.908	9.28	9.534	7.742	13.146	21.646	9.244	30.695	18.108	6.768	8.473	11.268	9.091	10.991	11.749	18.703	11.641	23.898	17.641	10.143	24.485	24.663	22.465	24.192	37.381	25.703	27.73	12.888	10.152	11.525	14.06	17.098	10.983	8.827	23.09	13.646	2.999	12.278	11.102	9.134	11.421	10.772	12.634	18.223	13.091	14.965	16.938	13.923	12.441	11.484	5.317	25.292	21.691	26.448	14.921	15.768	19.682	18.812	17.729	7.434	11.551	10.115	10.148	13.99	10.438	18.392	3.866	17.394	10.56	3.362	20.022	12.087	8.286	17.614	19.748	12.952	9.032	9.47	11.08	7.201	24.506	8.9	7.438	3.776	5.272	18.1	9.553	28.5	12.272	14.302	6.504	16.482	9.643	13.179	16.957	4.607	6.256	6.655	10.174	10.928	11.257	10.241	13.588	7.99	9.205	4.006	7.733	3.377
8.513	8.977	8.454	5.219	5.094	8.517	5.496	9.332	5.552	2.614	10.135	7.31	8.795	12.286	4.762	6.099	7.18	2.601	17.263	21.554	25.255	9.258	11.04	26.214	20.194	30.224	34.062	11.95	32.997	30.775	9.454	9.824	7.831	13.566	22.322	9.439	31.458	18.838	6.919	8.749	11.409	9.282	11.142	11.95	19.424	11.87	24.727	18.298	10.348	25.384	25.291	23.46	25.06	39.583	26.745	28.924	13.385	10.433	11.754	14.53	17.787	11.272	9.013	23.855	13.897	3.091	12.498	11.212	9.37	11.63	10.935	12.89	18.767	13.533	15.383	17.603	14.351	12.681	11.71	5.526	26.209	22.497	27.609	15.568	16.269	20.632	19.362	18.306	7.575	11.821	10.231	10.358	14.324	10.637	19.033	3.961	18.14	10.817	3.48	20.705	12.132	8.436	18.148	20.206	13.186	9.221	9.64	11.17	7.276	25.427	9.119	7.774	3.92	5.458	18.727	9.768	29.485	12.469	14.696	6.711	17.392	9.896	13.842	17.659	4.707	6.427	6.752	10.47	11.489	11.514	10.661	14.002	8.224	9.331	4.068	7.826	3.462
8.649	9.13	8.57	5.293	5.171	8.729	5.661	9.493	5.641	2.685	10.425	7.422	8.976	12.744	4.823	6.19	7.371	2.68	17.769	22.494	26.025	9.472	11.238	26.953	20.638	31.065	35.239	12.116	33.751	31.833	9.679	10.002	7.948	14.104	23.073	9.67	32.339	19.521	7.144	8.933	11.652	9.425	11.448	12.035	19.96	11.973	25.501	18.799	10.61	26.39	25.932	24.348	25.649	41.235	27.575	29.987	13.858	10.607	12.061	14.912	18.453	11.506	9.187	24.764	14.229	3.149	12.708	11.329	9.576	11.748	11.038	13.137	19.137	13.909	15.669	18.159	14.739	12.847	11.953	5.803	27.187	23.253	28.643	16.102	16.629	21.473	19.97	19.204	7.722	12.026	10.43	10.67	14.609	10.814	19.735	4.071	18.769	10.992	3.632	21.351	12.284	8.564	18.502	20.687	13.479	9.413	9.851	11.275	7.359	26.085	9.304	8.022	4.011	5.628	19.344	10.044	30.414	12.733	15.015	6.927	18.191	10.278	14.462	18.32	4.769	6.582	6.883	10.781	11.902	11.852	11.071	14.364	8.383	9.478	4.153	7.867	3.534
8.815	9.303	8.697	5.374	5.265	8.892	5.792	9.621	5.771	2.752	10.741	7.524	9.075	13.257	4.861	6.217	7.479	2.706	18.138	23.181	26.675	9.762	11.4	27.724	21.037	31.711	36.294	12.249	34.407	32.51	9.879	10.246	8.005	14.471	23.757	9.882	33.062	20.148	7.376	9.059	11.921	9.617	11.642	12.256	20.516	12.094	26.016	19.365	10.774	27.205	26.379	25.083	26.313	42.513	28.168	30.82	14.151	10.763	12.223	15.297	19.098	11.688	9.307	25.405	14.518	3.191	12.949	11.512	9.765	11.83	11.114	13.456	19.458	14.175	16.068	18.749	15.046	13.203	12.153	6.013	27.883	24.012	29.654	16.47	17.032	22.201	20.564	19.693	7.895	12.265	10.592	10.887	14.842	10.998	20.265	4.186	19.207	11.094	3.74	21.885	12.434	8.806	18.921	21.217	13.821	9.541	10.027	11.418	7.456	26.714	9.47	8.245	4.119	5.814	19.763	10.272	31.418	12.885	15.312	7.134	18.813	10.495	14.964	18.903	4.869	6.781	6.969	10.998	12.267	12.095	11.484	14.718	8.506	9.654	4.198	7.919	3.606
8.952	9.428	8.838	5.455	5.384	9.033	5.922	9.707	5.907	2.802	11.039	7.603	9.237	13.797	4.915	6.253	7.634	2.753	18.408	23.826	27.143	9.942	11.537	28.523	21.374	32.3	37.176	12.385	34.821	33.02	10.053	10.365	8.135	14.859	24.421	10.042	33.581	20.614	7.502	9.132	12.064	9.709	11.733	12.316	20.906	12.367	26.346	19.758	10.891	27.722	26.768	25.894	26.947	43.599	28.718	31.754	14.425	10.975	12.475	15.646	19.618	11.843	9.57	26.001	14.864	3.239	13.033	11.569	9.99	11.916	11.249	13.689	19.716	14.312	16.404	19.098	15.386	13.431	12.291	6.238	28.7	24.531	30.355	16.908	17.473	22.707	21.195	20.123	8.013	12.439	10.79	11.093	15.088	11.12	20.662	4.29	19.528	11.262	3.816	22.311	12.526	8.98	19.278	21.528	14.054	9.668	10.219	11.533	7.521	27.174	9.566	8.361	4.214	5.925	20.264	10.604	32.372	13.061	15.574	7.314	19.517	10.72	15.432	19.708	4.994	6.88	7.054	11.223	12.615	12.395	11.876	15.18	8.578	9.779	4.227	7.965	3.652
9.036	9.527	8.957	5.546	5.461	9.162	6.068	9.765	6.102	2.849	11.331	7.654	9.399	14.145	4.971	6.323	7.805	2.784	18.864	24.378	27.744	10.091	11.611	29.285	21.756	32.847	38.389	12.489	35.342	33.586	10.23	10.524	8.179	15.132	24.928	10.235	34.019	21.118	7.611	9.247	12.188	9.851	11.846	12.367	21.533	12.468	26.966	20.34	11.036	28.49	27.105	26.67	27.423	44.842	29.371	32.506	14.829	11.075	12.694	15.913	20.119	12.007	9.808	26.762	15.133	3.309	13.087	11.665	10.074	12.046	11.335	13.921	20.017	14.73	16.644	19.611	15.653	13.593	12.497	6.397	29.412	25.138	31.26	17.28	17.733	23.224	21.799	20.5	8.128	12.647	10.912	11.275	15.289	11.311	21.208	4.426	20.103	11.418	3.88	22.843	12.611	9.287	19.477	21.855	14.28	9.779	10.304	11.602	7.581	27.688	9.714	8.599	4.294	6.076	20.647	10.788	33.076	13.352	15.749	7.476	20.152	10.98	15.847	20.36	5.057	6.966	7.12	11.46	12.881	12.611	12.133	15.536	8.649	9.858	4.265	8.132	3.712
9.093	9.721	9.156	5.648	5.545	9.354	6.28	9.865	6.208	2.904	11.628	7.775	9.61	14.529	5.035	6.388	7.839	2.816	19.258	25.022	28.185	10.222	11.725	29.988	22.325	33.519	39.373	12.573	36.031	34.263	10.505	10.735	8.287	15.303	25.52	10.356	34.752	21.476	7.82	9.32	12.313	10.138	11.97	12.53	22.104	12.57	27.46	20.858	11.153	29.133	27.498	27.613	27.87	45.838	30.213	33.09	15.27	11.268	12.808	16.316	20.648	12.172	9.983	27.489	15.191	3.338	13.271	11.806	10.221	12.09	11.413	14.019	20.265	14.985	16.846	20.111	15.943	13.933	12.66	6.621	30.331	25.618	31.856	17.69	18.109	23.722	22.5	20.94	8.306	12.854	11.051	11.497	15.564	11.593	21.702	4.44	20.58	11.582	3.99	23.21	12.753	9.464	19.746	22.308	14.354	9.881	10.49	11.709	7.68	28.294	9.815	8.815	4.354	6.228	21.227	10.995	33.756	13.553	16.005	7.64	20.703	11.268	16.359	20.944	5.088	7.066	7.214	11.653	13.211	12.863	12.426	16.023	8.729	9.977	4.367	8.321	3.759
9.224	9.828	9.212	5.727	5.589	9.532	6.381	9.978	6.301	2.995	11.879	7.853	9.733	14.879	5.116	6.414	7.859	2.842	19.471	25.572	28.535	10.333	11.782	30.629	22.669	33.97	40.331	12.631	36.556	34.579	10.664	10.897	8.357	15.532	25.847	10.558	35.208	21.925	7.939	9.391	12.349	10.256	12.102	12.611	22.353	12.669	27.782	21.23	11.249	29.633	27.864	28.107	28.254	46.549	30.72	33.654	15.698	11.443	12.952	16.561	21.092	12.353	10.134	27.886	15.318	3.352	13.344	11.959	10.357	12.182	11.497	14.317	20.497	15.118	16.921	20.543	16.15	14.199	12.777	6.842	30.938	25.966	32.43	18.024	18.324	24.048	22.86	21.399	8.374	13.001	11.188	11.63	16.041	11.752	22.044	4.518	20.828	11.721	4.056	23.498	12.779	9.618	19.953	22.685	14.544	9.992	10.571	11.791	7.705	28.727	9.933	8.967	4.396	6.319	21.529	11.153	34.253	13.625	16.227	7.825	21.16	11.452	16.78	21.354	5.148	7.179	7.274	11.739	13.47	13.033	12.698	16.387	8.791	9.991	4.406	8.31	3.802
9.347	9.983	9.434	5.852	5.678	9.724	6.564	10.06	6.375	3.037	12.139	7.926	9.904	15.2	5.179	6.449	7.933	2.891	19.76	26.101	28.993	10.489	11.969	31.375	23.073	34.499	41.141	12.69	37.086	35.044	10.775	10.957	8.411	16.005	26.271	10.69	35.777	22.407	8.074	9.493	12.367	10.376	12.176	12.735	22.787	12.689	28.129	21.643	11.349	30.251	28.363	28.738	28.741	47.637	31.143	34.145	16.109	11.567	13.05	16.845	21.515	12.54	10.265	28.438	15.462	3.399	13.465	12.103	10.432	12.246	11.522	14.667	20.762	15.298	17.127	20.845	16.448	14.375	13.061	6.94	31.663	26.497	33.129	18.335	18.596	24.417	23.241	21.748	8.487	13.16	11.385	11.794	16.318	11.891	22.48	4.595	21.279	11.832	4.121	23.917	12.745	9.795	20.248	22.988	14.697	10.109	10.606	11.901	7.727	29.042	10.054	9.08	4.439	6.419	21.81	11.313	34.959	13.759	16.415	7.98	21.758	11.646	17.09	21.689	5.211	7.278	7.33	11.879	13.682	13.332	12.954	16.709	8.87	10.089	4.415	8.384	3.849
9.447	10.08	9.559	5.964	5.713	9.885	6.732	10.151	6.532	3.126	12.395	8.053	10.069	15.475	5.206	6.508	7.978	3.038	20.04	26.566	29.239	10.598	12.081	31.855	23.431	35.183	41.796	12.805	37.484	35.424	10.932	11.066	8.457	16.21	26.809	10.826	36.33	22.822	8.22	9.59	12.431	10.481	12.301	12.781	23.142	12.736	28.501	22.077	11.396	30.748	28.834	29.267	29.195	48.657	31.532	34.673	16.294	11.677	13.242	17.148	21.933	12.749	10.432	28.984	15.653	3.421	13.645	12.118	10.521	12.324	11.616	14.862	21.034	15.453	17.378	21.253	16.65	14.658	13.151	7.019	32.429	26.977	34.215	18.796	18.911	24.947	23.704	22.123	8.594	13.303	11.528	11.938	16.515	12.029	22.86	4.637	21.636	11.924	4.219	24.385	12.893	9.965	20.502	23.263	14.913	10.195	10.717	11.966	7.82	29.459	10.179	9.227	4.47	6.476	22.159	11.416	35.418	13.918	16.565	8.103	22.36	11.847	17.527	22.232	5.274	7.362	7.398	12.088	14.006	13.585	13.217	17.018	8.974	10.182	4.474	8.488	3.862
9.555	10.209	9.692	6.07	5.734	10.028	6.856	10.161	6.695	3.21	12.647	8.14	10.238	15.693	5.25	6.563	8.034	3.074	20.393	27.005	29.55	10.682	11.923	32.493	23.811	35.739	42.573	12.974	38.014	35.996	11.037	11.194	8.36	16.309	27.294	10.723	37.006	23.179	8.291	9.489	12.59	10.671	12.208	12.574	23.569	12.877	28.919	22.555	11.522	31.354	29.393	29.871	29.395	49.464	32.14	35.326	16.617	11.785	13.391	17.485	22.411	12.558	10.612	29.677	15.533	3.471	13.376	12.221	10.571	12.147	11.468	15.053	21.306	15.683	17.635	21.606	16.905	14.765	12.997	7.172	33.016	27.499	34.788	19.145	19.218	25.381	24.159	22.332	8.744	13.511	11.468	11.993	16.739	12.131	22.668	4.712	22.072	11.895	4.297	24.736	12.949	10.185	20.727	23.603	14.995	10.33	10.76	12.053	7.8	29.807	10.306	9.307	4.557	6.621	22.461	11.486	35.992	13.934	16.803	8.254	22.816	12.001	17.988	22.654	5.336	7.481	7.486	12.298	14.344	13.827	13.621	17.362	9.011	10.299	4.527	8.591	3.893
9.69	10.271	9.781	6.176	5.765	10.172	6.936	10.246	6.769	3.134	12.871	8.185	10.394	15.933	5.342	6.589	8.115	3.13	20.647	27.333	29.833	10.826	12.041	32.952	24.221	36.525	42.913	12.994	38.549	36.694	11.104	11.287	8.395	16.484	27.853	10.839	37.558	23.502	8.387	9.53	12.65	10.87	12.321	12.648	23.846	12.956	29.32	22.877	11.602	31.823	29.909	30.205	29.663	50.343	32.526	35.992	16.896	11.866	13.49	17.68	22.666	12.703	10.648	30.201	15.639	3.509	13.527	12.275	10.677	12.197	11.528	15.123	21.638	15.782	18.006	21.924	17.105	14.804	13.11	7.272	33.324	28.108	35.507	19.329	19.567	25.798	24.58	22.704	8.801	13.73	11.555	12.063	16.917	12.265	22.951	4.786	22.405	11.997	4.35	25.057	13.025	10.22	21.089	23.744	15.147	10.445	10.849	12.146	7.846	30.312	10.423	9.394	4.618	6.754	22.867	11.625	36.551	14.015	17.037	8.419	23.312	12.053	18.357	23.103	5.373	7.596	7.533	12.462	14.642	13.994	13.888	17.667	9.115	10.452	4.577	8.701	3.928
9.852	10.321	9.926	6.252	5.838	10.299	7.064	10.401	6.845	3.201	13.072	8.241	10.551	16.242	5.429	6.615	8.181	3.145	20.946	27.769	30.276	10.948	12.106	33.386	24.599	37.041	43.492	13.042	39.03	37.11	11.267	11.363	8.463	16.783	28.357	10.989	37.995	23.883	8.474	9.632	12.752	11.101	12.45	12.72	24.115	13.107	29.85	23.251	11.743	32.326	30.526	30.605	29.875	51.194	33.101	36.469	17.008	12.02	13.607	17.928	23.061	12.859	10.768	30.581	15.812	3.546	13.652	12.394	10.752	12.236	11.619	15.309	21.941	15.874	18.135	22.231	17.258	14.986	13.274	7.41	33.86	28.414	36.113	19.631	19.779	26.091	24.964	23.013	8.899	13.921	11.71	12.213	17.105	12.373	23.149	4.849	22.671	12.179	4.419	25.346	13.0	10.556	21.293	23.997	15.255	10.603	10.875	12.294	7.912	30.615	10.593	9.529	4.675	6.85	23.128	11.726	36.799	14.138	17.244	8.56	23.763	12.154	18.66	23.485	5.471	7.661	7.606	12.603	14.904	14.191	14.109	17.884	9.174	10.558	4.621	8.778	3.976
9.993	10.389	10.063	6.302	5.881	10.46	7.17	10.508	6.912	3.247	13.29	8.323	10.67	16.514	5.462	6.615	8.244	3.156	21.188	28.198	30.802	11.053	12.2	33.789	25.056	37.533	43.934	13.089	39.393	37.536	11.405	11.503	8.529	17.037	28.924	11.128	38.448	24.255	8.561	9.691	12.873	11.298	12.639	12.8	24.357	13.228	30.254	23.695	11.85	32.871	30.943	31.275	30.374	52.034	33.5	37.11	17.201	12.223	13.705	18.208	23.367	13.007	10.823	31.027	16.018	3.627	13.824	12.48	10.808	12.37	11.715	15.602	22.155	16.019	18.271	22.522	17.369	15.144	13.541	7.53	34.287	28.782	36.735	19.91	19.968	26.474	25.263	23.352	8.974	14.037	11.803	12.304	17.324	12.578	23.5	4.933	23.005	12.37	4.46	25.653	13.034	10.724	21.547	24.251	15.397	10.755	10.943	12.427	7.992	31.026	10.734	9.609	4.721	6.936	23.382	11.856	37.318	14.235	17.575	8.662	24.194	12.348	18.981	23.953	5.524	7.733	7.662	12.779	15.093	14.399	14.361	18.091	9.227	10.686	4.646	8.869	4.009
10.082	10.494	10.252	6.479	5.948	10.65	7.244	10.623	7.074	3.352	13.511	8.371	10.784	16.735	5.538	6.66	8.382	3.212	21.552	28.666	31.192	11.1	12.351	34.167	25.496	37.899	44.461	13.2	39.757	37.911	11.528	11.568	8.659	17.229	29.307	11.233	38.902	24.724	8.658	9.722	12.975	11.517	12.722	12.849	24.705	13.343	30.914	24.068	11.94	33.401	31.387	31.665	30.675	52.803	33.98	37.597	17.458	12.319	13.775	18.437	23.734	13.102	10.919	31.522	16.111	3.649	13.903	12.519	10.848	12.456	11.766	15.662	22.351	16.225	18.426	22.859	17.564	15.349	13.58	7.663	34.721	29.177	37.295	20.241	20.221	26.73	25.672	23.679	9.165	14.312	11.929	12.395	17.616	12.662	23.785	5.043	23.317	12.566	4.521	25.846	13.041	11.112	21.904	24.523	15.566	10.865	11.009	12.574	8.041	31.348	10.834	9.704	4.789	7.045	23.63	12.003	37.806	14.348	17.897	8.813	24.477	12.489	19.186	24.3	5.598	7.79	7.752	12.968	15.31	14.637	14.584	18.331	9.293	10.811	4.68	8.923	4.072
10.303	10.605	10.454	6.713	6.075	10.759	7.359	10.971	7.206	3.435	13.646	8.401	10.976	16.968	5.613	6.777	8.461	3.245	21.895	29.3	31.667	11.293	12.388	34.49	25.904	38.431	45.0	13.279	40.315	38.334	11.632	11.743	8.751	17.417	29.811	11.414	39.6	25.093	8.712	9.866	13.115	11.785	12.88	12.989	25.043	13.498	31.486	24.354	12.077	33.739	31.981	32.146	31.123	53.615	34.382	38.322	17.657	12.427	13.855	18.686	24.227	13.254	11.049	31.93	16.233	3.714	14.071	12.664	10.943	12.573	11.918	15.845	22.644	16.371	18.653	23.234	17.704	15.53	13.65	7.756	35.203	29.511	37.912	20.488	20.703	27.067	26.24	24.001	9.33	14.733	12.04	12.555	17.898	12.773	24.306	5.175	23.579	12.718	4.598	26.117	13.163	11.288	22.146	24.837	15.68	10.949	11.127	12.736	8.086	31.724	11.001	9.774	4.86	7.121	24.15	12.199	38.525	14.424	18.134	8.961	24.88	12.684	19.462	24.697	5.72	7.986	7.867	13.174	15.554	14.841	14.869	18.543	9.394	11.035	4.811	9.072	4.124
10.472	10.72	10.622	6.826	6.121	10.943	7.606	11.134	7.334	3.491	13.883	8.506	11.204	17.244	5.691	6.881	8.619	3.282	22.345	29.984	32.339	11.404	12.53	34.959	26.268	38.849	45.7	13.373	40.622	38.887	11.717	11.896	8.844	17.655	30.308	11.54	40.264	25.61	8.796	9.899	13.27	11.889	13.026	13.046	25.52	13.604	32.13	24.649	12.176	34.107	32.606	32.591	31.445	54.398	34.761	38.969	17.906	12.506	13.939	18.952	24.578	13.383	11.105	32.36	16.438	3.813	14.165	12.785	11.098	12.68	12.034	15.939	22.833	16.578	18.886	23.571	17.894	15.634	13.799	7.834	35.701	29.932	38.504	20.893	21.052	27.482	26.621	24.281	9.456	15.051	12.189	12.69	18.1	12.865	24.504	5.23	23.903	12.906	4.661	26.336	13.231	11.469	22.53	25.107	15.819	11.112	11.217	12.908	8.14	32.159	11.152	9.864	4.916	7.235	24.518	12.337	38.973	14.531	18.409	9.097	25.292	12.868	19.751	25.164	5.796	8.174	7.94	13.362	15.729	14.984	15.075	18.797	9.517	11.212	4.86	9.295	4.178
